title,rating,score,vote,type,director,writter,duration,release date,release country,location,reviews,storyline,budget en $,Opening weekend USA en $,gross en $,Cumulate Worldwide Gross en $,runtime,sound Mix,Color,Aspect Ratio 
La foule,8.1,xxx,7637,Drama; Romance,King Vidor,King Vidor,1h 38min,1928-03-3,USA,Metro-Goldwyn-Mayer (MGM),69,"Born on the fourth of July, 1900, the future holds unlimited potential for newborn John Sims. But dreams soon fade with the death of his father when John is but a lad. Like many before him, John sets out to make his mark in New York City, but ends up a faceless worker (#137) in a large office of a large business. Still he is happy with his fate and soon meets a young woman named Mary on a blind double date. Things take their course and they soon marry and live in a small apartment. Soon John is bickering with Mary and finds that he has no love for the in-laws. When the marriage looks like a bust, he finds that Mary is with child and he stays. After 5 years, he has a son and a daughter and the same dead end job. When tragedy strikes, John must find the conviction to continue or lose what little he has left.",xxx,xxx,xxx,xxx,98 min,xxx,xxx,xxx
Le cirque,8.1,90,30912,Comedy; Romance,Charles Chaplin,Charles Chaplin,1h 12min,1928-01-29,USA,Chaplin Studios - 1416 N. La Brea Avenue; Hollywood; Los Angeles; California; USA,342,"The Tramp finds himself at a circus where he is promptly chased around by the police who think he is a pickpocket. Running into the Bigtop, he is an accidental sensation with his hilarious efforts to elude the police. The circus owner immediately hires him, but discovers that the Tramp cannot be funny on purpose, so he takes advantage of the situation by making the Tramp a janitor who just happens to always be in the Bigtop at showtime. Unaware of this exploitation, the Tramp falls for the owner's lovely acrobatic stepdaughter, who is abused by her father. His chances seem good, until a dashing rival comes in and Charlie feels he has to compete with him.",900000.0,xxx,26916,26916,72 min,io: 1.33 : 1,xxx,xxx
L'opérateur,8.1,xxx,10866,Comedy; Drama;,Edward Sedgwick,Clyde Bruckman,1h 16min,1928-09-22,USA,xxx,68,"After becoming infatuated with a pretty office worker for MGM Newsreels, Buster trades in his tintype operation for a movie camera and sets out to impress the girl (and MGM) with his work.",xxx,xxx,1737460,1737460,76 min,xxx,xxx,xxx
L'aurore,8.1,xxx,47553,Drama; Romance,F.W. Murnau,Carl Mayer,1h 34min,1928-10-11,USA,xxx,269,"In this fable-morality subtitled ""A Song of Two Humans"", the ""evil"" temptress is a city woman who bewitches farmer Anses and tries to convince him to murder his neglected wife, Indre.",200000.0,xxx,121107,121107,94 min,xxx,xxx,xxx
Le mécano de la Générale,8.1,xxx,82732,Action; Adventu,Clyde Bruckman,Buster Keaton,1h 7min,1927-02-24,USA,xxx,309,"Johnnie loves his train (""The General"") and Annabelle Lee. When the Civil War begins he is turned down for service because he's more valuable as an engineer. Annabelle thinks it's because he's a coward. Union spies capture The General with Annabelle on board. Johnnie must rescue both his loves.",750000.0,xxx,xxx,xxx,67 min,xxx,xxx,xxx
Faust,8.1,xxx,14164,Drama; Fantasy;,F.W. Murnau,Gerhart Hauptmann,1h 47min,1926-09-20,Germany,Universum Film (UFA),70,"God and Satan war over earth; to settle things, they wager on the soul of Faust, a learned and prayerful alchemist. During a plague, Faust despairs and burns his books after failing to stop death; Satan sends Mephisto to tempt Faust, first with insight into treating the plague and then with a day's return to youth. Mephisto is clever, timing the end of this 24 hours as Faust embraces the beautiful Duchess of Parma. Faust trades his soul for youth. Some time later, he's bored, and demands on Easter Sunday that Mephisto take him home. Faust promptly sees and falls in love with the beautiful Gretchen, whose liaison with him brings her dishonor. Is there redemption? Who wins the wager?",xxx,xxx,xxx,xxx,107 min,xxx,xxx,xxx
Les rapaces,8.1,xxx,9203,Drama; Thriller,Erich von Stroheim,June Mathis,2h 20min,1925-01-26,USA,xxx,91,"John McTeague was a simple slow man who became a dentist after working at the Big Dipper Gold Mine. He is now being hunted in Death Valley by his ex-best friend Marcus and the law. His lot was cast the day that he meet his future wife Trina in his office. She was with Marcus and she bought a lottery ticket. Well Mac fell for her and Marcus stepped aside. When Mac and Trina married, she won the Lottery for $5000 and became obsessive about the money in gold. Marcus is steamed as he stepped aside and now she is rich so he has the law shut down Mac as he has no official schooling for his dentistry. Trina fearful that they will take her gold away sells everything and takes all Mac earns when he is working. She adds to her stash of gold as they both live as paupers. When Mac has no job and no money, he leaves and Trina moves. Driven to desperation at being poor and hungry he finds Trina and demands the gold.",546883.0,xxx,xxx,xxx,140 min,xxx,xxx,xxx
Les Nibelungen: la mort de Siegfried,8.1,xxx,5307,Adventure; Dram,Fritz Lang,Fritz Lang,2h 23min,1924-January-01,Germany,Decla-Bioscop AG,31,"Siegfried, son of King Sigmund, hears of the beautiful sister of Gunter, King of Worms, Kriemhild. On his way to Worms, he kills a dragon and finds a treasure, the Hort. He helps Gunther to win Krimhild, a mask that makes him invisible proves to be very useful. But because Brunhild is cursing Kriemhild, she tells her what really happened. Now Brunhild wants Siegfried's head. Is Gunther going to do her that favor?",xxx,xxx,xxx,xxx,143 min,xxx,xxx,xxx
Le dernier des hommes,8.1,xxx,12963,Drama,F.W. Murnau,Carl Mayer,1h 17min,1925-09-11,Germany,xxx,63,"Emil Jannings is the doorman of the elegant Atlantic Hotel. He is proud of his uniform and function, and respected by his community. When he reaches the old age, he has difficulties to carry trucks and suitcases. The hotel manager decides to change his function to washroom attendant. This apparently simple action is enough to destroy him as a human being. He loses his self-respect and when his neighbor finds that he is janitor of the hotel, he loses the respect of his neighbors and friends.",xxx,xxx,94812,xxx,77 min,xxx,xxx,xxx
Monte là-dessus!,8.1,xxx,18813,Action; Comedy;,Fred C. Newmeyer,Hal Roach,1h 14min,1923-04-1,USA,xxx,102,"In 1922, the country boy Harold says goodbye to his mother and his girlfriend Mildred in the train station and leaves Great Bend expecting to be successful in the big city. Harold promises to Mildred to get married with her as soon as he ""make good"". Harold shares a room with his friend ""Limpy"" Bill and he finally gets a job as salesman in the De Vore Department Store. However, he pawns Bill's phonograph, buys a lavaliere and writes to Mildred telling that he is a manager of De Vore. One day, Harold sees an old friend from Great Bend that is a policeman and when he meets his friend Bill, he asks Bill to push the policeman over him and make him fall down. However Bill pushes the wrong policeman that chases him, but he escapes climbing up a building. Out of the blue, Mildred is convinced by her mother to visit Harold without previous notice and he pretends to be the manager of De Vore. When Harold overhears the general manager telling that he would give one thousand dollars to to anyone...",121000.0,xxx,xxx,xxx,74 min,xxx,xxx,xxx
La charrette fantôme,8.1,xxx,11015,Drama; Fantasy;,Victor Sjöström,Selma Lagerlöf,1h 47min,1921-01-1,Sweden,Svensk Filmindustri (SF),75,"It's New Year's Eve. Three drunkards evoke a legend. The legend tells that the last person to die in a year, if he is a great sinner, will have to drive during the whole year the Phantom Chariot, the one that picks up the souls of the dead... David Holm, one of the three drunkards, dies at the last stroke of midnight...",xxx,xxx,xxx,xxx,107 min,xxx,xxx,xxx
Le cabinet du docteur Caligari,8.1,xxx,58463,Fantasy; Horror,Robert Wiene,Carl Mayer,1h 18min,1922-03-15,Germany,xxx,247,"Francis, a young man, recalls in his memory the horrible experiences he and his fiancée Jane recently went through. It is the annual fair in Holstenwall. Francis and his friend Alan visit The Cabinet of Dr. Caligari, an exhibit where the mysterious doctor shows the somnambulist Cesare, and awakens him for some moments from his death-like sleep. When Alan asks Cesare about his future, Cesare answers that he will die before dawn. The next morning Alan is found dead. Francis suspects Cesare of being the murderer, and starts spying on him and Dr. Caligari. The following night Cesare is going to stab Jane in her bed, but softens when he sees the beautiful woman, and instead of committing another murder, he abducts her. Jane's father awakens because of the noise, and he and some servants follow the fleeing Cesare. When Cesare cannot outrun his pursuers anymore, he gently places Jane down on the ground, and runs away. Francis and the police investigate the caravan of Dr. Caligari, but the ...",18000.0,xxx,8811,8811,78 min,io: 1.33 : 1,xxx,xxx
La loi de Téhéran,8.0,xxx,9390,Action; Crime;,Saeed Roustayi,Saeed Roustayi,2h 11min,2021-07-28,Iran,Tehran; Iran,25,"In this high-octane thriller, detective Samad (Payman Maadi) goes on a relentless hunt to track down drug kingpin Nasser (Navid Mohammadzadeh). Samad hopes that the arrest of Nasser will help control the escalating problem of drug addiction that is wreaking havoc in the city. However, Samad's quest for Nasser leads him down a path rife with corruption and shifting morality, one where Samad can't trust anyone.",xxx,xxx,xxx,xxx,131 min,xxx,xxx,xxx
Badhaai ho,8.0,xxx,29136,Comedy; Drama,Amit Ravindernath Sharma,Akshat Ghildial,2h 4min,2018-10-18,India,See more,243,"Nakul a 25 year old in relationship with Renne and soon plan to marry .His father Jeetender Kaushik works for railways while mother Priyamvada is housewife whose always taunted by his grandmother.When Nakul finds that his mother is pregnant at the age when Nakul is about to marry he starts to avoid their parents ,friends and society.",xxx,xxx,26125610,26125610,124 min,xxx,xxx,xxx
Super 30,8.0,xxx,22484,Biography; Dram,Vikas Bahl,Sanjeev Dutta,2h 34min,2019-07-12,India,Mumbai,607,"Anand Kumar, a Mathematics genius from a modest family in Bihar who is made to believe that only a King's son can become a king is on a mission to prove that even the poor man can create some of the world's most genius minds. He starts a training program named 'Super 30' to help 30 IIT aspirants crack the entrance test and make them highly successful professionals.",xxx,87125,2269878,24701637,154 min,or,Ratio: 2.35 : 1,xxx
Je veux manger ton pancréas,8.0,xxx,9632,Animation; Dram,Shin'ichirô Ushijima,Yoru Sumino,1h 49min,2018-09-1,Japan,xxx,110,"One day, ""Me"" - a highschooler - found a paperback in the hospital. The ""Disease Coexistence Journal"" was its title. It was a diary that ""Me""'s classmate, Sakura Yamauchi, had written in secret. Inside, it was written that due to her pancreatic disease, her days were numbered. And thus, ""Me"" coincidentally went from Just-a-Classmate to a Secret-Knowing-Classmate. It was as if he were being drawn to her, who was his polar opposite. However, the world presented the girl that was already suffering from an illness with an equally cruel reality.",xxx,11110,277019,33748006,109 min,io: 1.85 : 1,xxx,xxx
Mukkabaaz,8.0,xxx,6780,Action; Drama;,Anurag Kashyap,Anudeep Singh,2h 34min,2018-01-12,India,xxx,75,"A boxer (Shravan) belonging to upper cast, trains at a gym controlled by a local Don (Bhagwan Das Mishra). Shravan falls for Mishra's niece (Sunaina). The Don does not approve of this match because of previous scuffle between Bhagwan and Shravan. Shravan strives to win Sunaina's hand in marriage and becomes a successful boxer while trying to avoid retaliation from the Don.",xxx,4780,75929,140981,154 min,xxx,xxx,xxx
Angamaly Diaries,8.0,xxx,5197,Action; Comedy;,Lijo Jose Pellissery,Chemban Vinod Jose,2h 12min,2017-03-3,India,Kochi; Kerala; India,37,"Vincent Pepe who wanted to be a powerful leader of a righteous gang that ruled the city, like his seniors. And then there's the rival clan with the malicious gangsters of Angamaly a locale on which the film is based.",xxx,xxx,661915,661915,132 min,xxx,xxx,xxx
Togo,8.0,69,40524,Adventure; Biog,Ericson Core,Tom Flynn,1h 53min,2020-04-7,USA,Cochrane; Alberta; Canada,421,"The historical film by the American director Ericson Core, which is dedicated to the events of the Great Mercy Race of 1925. The events of the film unfold around the drover Leonhard Seppala and his dog Togo, who went together the longest leg in the relay.",xxx,xxx,xxx,xxx,113 min,xxx,xxx,xxx
Charlie,8.0,xxx,8572,Adventure; Dram,Martin Prakkat,Martin Prakkat,2h 10min,2015-12-24,India,xxx,64,"Charlie is a young guy who always loves traveling and believes in enjoying life to the fullest. He considers life to be a celebration and tries to bring happiness in the lives of people around him. Tessa is a graphic artist with a sensitive outlook towards life. The film depicts the love story of Charlie and Tessa, and how their love influences the lives of the people around them.",941584.84,xxx,46083,46083,130 min,xxx,xxx,xxx
Uppi 2,8.0,xxx,7935,Action; Mystery,Upendra,Upendra,2h 15min,2015-08-14,India,See more,95,"A psychological thriller which depicts the fact that ""Today is a gift - that's why it's called Present"" in an unusual way. It is about a man called Neenu, who lives in the present. The film takes the audience through a journey of his life by detailing why Neenu lives in the present, by exploring his past and his future - both as seen by different people in Neenu's life. The film also highlights that happiness can be attained by means other than wealth.",68628.63,xxx,xxx,xxx,135 min,xxx,xxx,xxx
Airlift,8.0,xxx,53643,Drama; History,Raja Menon,Raja Menon,2h 10min,2016-01-22,India,Jaisalmer; Rajasthan; India,212,"It is in this scenario that Ranjit Katyal (played by Akshay Kumar), a wealthy and powerful Indian businessman, who has always seen himself as a Kuwaiti, rather than an Indian, realizes that he no longer wields any influence on the Iraqis, and that he and his family are in as much danger as anyone else. Ranjit unknowingly becomes the man who all 170,000 Indians look up to for getting them out safely from Kuwait. Airlift is the story of Indians stranded in Kuwait during this traumatic time. A story of how they, with the help of Ranjit Katyal, managed to survive the Iraqi invasion, and against all odds traveled a thousand kilometers across the border into Amman, Jordan. From Amman, 170,000 Indians were brought home by the largest and the most successful evacuation ever attempted by any country, in the history of the world. Over 59 days, the Indian government systematically flew over 488 Air India commercial flights into a war zone to evacuate all 170,000 Indians and safely bring them ...",4400000.0,xxx,9323484,9323484,130 min,io: 2.35 : 1,xxx,xxx
Chaar Sahibzaade,8.0,xxx,7600,Animation; Hist,Harry Baweja,Harry Baweja,2h 15min,2014-11-7,India,IMDbPro,71,"The sacrifices of the four sons of Guru Gobind Singh ji (tenth guru of Sikhs) - Baba Ajit Singh ji, Baba Jujhar Singh ji, Baba Zorawar Singh ji and Baba Fateh Singh ji.",xxx,xxx,1931759,1931759,135 min,xxx,xxx,xxx
Bajrangi Bhaijaan,8.0,xxx,76913,Action; Adventu,Kabir Khan,Vijayendra Prasad,2h 43min,2015-07-17,India,xxx,368,"A little mute girl from a Pakistani village gets lost on her return back from a trip to India. In Kurukshetra, she meets Pawan - an ardent devotee of Lord Hanuman - who is in the midst of a challenge posed by his lover's father. In trying to discover the girl's parents, he develops an unshakable bond with her. He tries to get into Pakistan through a path righteous to his conscience and later, accompanied with a smart Pakistani news reporter - a story that captures the imagination of the public in both countries.",xxx,242500,8178001,121126188,163 min,xxx,xxx,xxx
Baby,8.0,xxx,53676,Action; Thrille,Neeraj Pandey,Neeraj Pandey,2h 39min,2015-01-23,India,New Delhi; Delhi; India,236,"The country is perpetually under threat from terrorist powers and the common man walks unaware of the threats and the attacks that our Government controls and prevents. While the common Indian fights for everyday issues, there are deeper and bigger threats to him and his family that he will never know exist because it is the men and women in uniform that safeguard them. The men and women who put country before self, the men and women who define our history because they give a damn! Ajay (played by Akshay Kumar) is one such officer who is part of an elite team chosen from amongst the best in the Forces to form a covert Counter Intelligence Unit. In the course of foiling one terrorist attack bid, Ajay discovers a major threat to our nation - a plan to cause damage and strike fear at the heart of our very existence. The plot is masterminded by a maniacal leader whose organization has its tentacles spread across the world. As days progress, the unit goes through escalating challenges with...",xxx,xxx,11533057,11533057,159 min,xxx,xxx,xxx
Kaththi,8.0,xxx,22855,Action; Drama,A.R. Murugadoss,A.R. Murugadoss,2h 46min,2014-10-21,India,xxx,117,"A multinational company tries to forcefully take over a village that was once a fertile agricultural land to make way for its commercial projects. Jeevanantham, a Hydrology Grad and probably the most educated person in the village, takes the fight to the MNC and vows to reclaim what's their own. Does he deliver on his promise? Do his efforts bear fruit? - The answers form the crux of this sensitive-issue themed flick.",xxx,xxx,674359,674359,166 min,xxx,xxx,xxx
La La Land,8.0,94,520285,Comedy; Drama;,Damien Chazelle,Damien Chazelle,2h 8min,2017-01-25,Kong,Los Angeles; California; USA,1928,"Aspiring actress serves lattes to movie stars in between auditions and jazz musician Sebastian scrapes by playing cocktail-party gigs in dingy bars. But as success mounts, they are faced with decisions that fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.",30000000.0,88110,151101803,448864344,128 min,"Dolby Digital
| DTS
(DTS: X)| Dolby Atmos",Color,2.55 : 1
Lion,8.0,69,219608,Biography; Dram,Garth Davis,Saroo Brierley,1h 58min,2017-02-22,India,Hobart; Tasmania; Australia,594,"In 1986, Saroo was a five-year-old child in India of a poor but happy rural family. On a trip with his brother, Saroo soon finds himself alone and trapped in a moving decommissioned passenger train that takes him to Calcutta, 1000 miles away from home. Now totally lost in an alien urban environment and too young to identify either himself or his home to the authorities, Saroo struggles to survive as a street child until he is sent to an orphanage. Soon, Saroo is selected to be adopted by the Brierley family in Tasmania, where he grows up in a loving, prosperous home. However, for all his material good fortune, Saroo finds himself plagued by his memories of his lost family in his adulthood and tries to search for them even as his guilt drives him to hide this quest from his adoptive parents and his girlfriend. Only when he has an epiphany does he realize not only the answers he needs, but also the steadfast love that he has always had with all his loved ones in both worlds.",12000000.0,12336,51738905,140312928,118 min,Dolby Atmos,Color,2.39 : 1
Seul sur Mars,8.0,80,776126,Adventure; Dram,Ridley Scott,Drew Goddard,2h 24min,2015-10-21,Jordan,Hungary,1405,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive. Millions of miles away, NASA and a team of international scientists work tirelessly to bring ""the Martian"" home, while his crewmates concurrently plot a daring, if not impossible, rescue mission. As these stories of incredible bravery unfold, the world comes together to root for Watney's safe return.",108000000.0,5430857,228433663,630162448,144 min,"Dolby Digital
| Dolby Atmos
| Dolby Surround 7.1
| Datasat
| SDDS
| Auro 11.1",Color,2.39 : 1
Ankhon Dekhi,8.0,xxx,10553,Comedy; Drama,Rajat Kapoor,Rajat Kapoor,1h 47min,2014-03-21,India,See more,87,"Raje Bauji (Sanjay Mishra) is a man in his late fifties, living out a dreary but eventful life in a small house in old Delhi- where he lives with his extended family. A random incident is going to change his life in a dramatic way- though he does not realize at the moment. Bauji's daughter has been seeing a boy of ill repute. When that fact is revealed to the family, after much deliberation they decide to do the obvious- lock up the girl and go beat the willful boy. It is a funny old journey of this man, this old fool- who is both Lear and the fool.",xxx,xxx,151226,151226,107 min,xxx,xxx,xxx
L'idiot !,8.0,83,12477,Crime; Drama; T,Yuriy Bykov,Yuriy Bykov,1h 56min,2015-11-18,Russia,Tula; Tula Oblast; Russia,28,"The Fool is a movie about a simple plumber. An honest man, he is up against an entire system of corrupted bureaucrats. At stake are the lives of 800 inhabitants of an old dorm that is at risk of collapsing within the span of the night. Dima Nikitin is a simple and honest guy, a foreman of a repair team at a provincial housing service. Nothing really makes him stand out among the rest. It's only the unusual combination of honesty and integrity that makes others perceive him as somewhat weird.In the little town there is a notorious dorm, inhabited mainly by drunkards and outcasts. One night the pipes burst at the dorm. After arriving at the scene, Nikitin discovers that things are way more serious - the building will not stand through the night. People need to be evacuated immediately. Fighting the red tape, Nikitin sets off on a night Odyssey around the town authorities.",xxx,xxx,xxx,xxx,116 min,xxx,xxx,xxx
Manjhi: The Mountain Man,8.0,xxx,18097,Adventure; Biog,Ketan Mehta,Shahzad Ahmed,2h,2015-08-21,India,New Delhi; Delhi; India,85,"Dashrath Manjhi was a poor man from the lowest of the low castes, living in a remote village cut off from the world by a rocky mountain range. Life for him was a daily struggle for survival. He loved his wife, Phaguniya, beyond belief. One day, while climbing the mountain to bring him food, his wife slipped, fell and died. Overwhelmed by grief, Dashrath decided to carve out a path through the mountain, so that no one else would suffer his fate. For 22 years, all by himself, with just a hammer and a chisel, he hammered away at the rocks, till the path was carved out from the mountain.",1098058.13,xxx,xxx,xxx,120 min,xxx,xxx,xxx
Memories,8.0,xxx,6367,Mystery; Thrill,Jeethu Joseph,Jeethu Joseph,2h 12min,2013-08-9,India,See more,23,"Sam Alex, a drunkard ex-cop, is forced to investigate a series of murders which are committed in the same pattern. His search leads to a serial killer, and something more than what he expected.",686286.33,xxx,xxx,xxx,132 min,xxx,xxx,xxx
Zootopie,8.0,78,444400,Animation; Adve,Byron Howard,Byron Howard,1h 48min,2016-02-17,USA,Walt Disney Feature Animation - 500 S. Buena Vista Street; Burbank; California; USA,775,"From the largest elephant to the smallest shrew, the city of Zootopia is a mammal metropolis where various animals live and thrive. When Judy Hopps becomes the first rabbit to join the police force, she quickly learns how tough it is to enforce the law. Determined to prove herself, Judy jumps at the opportunity to solve a mysterious case. Unfortunately, that means working with Nick Wilde, a wily fox who makes her job even harder.",150000000.0,7506340,341268248,1023792558,108 min,"Datasat
| Dolby Atmos
| Dolby Surround 7.1
| Dolby Digital",Color,2.39 : 1
Manam,8.0,xxx,10195,Comedy; Drama;,Vikram K. Kumar,Harshavardhan,2h 43min,2014-05-23,India,See more,33,Radha (Naga Chaitanya) and Krishna (Samantha) are a married couple with a kid Bittu in early 1980's. They die in an accident. Bittu (Nagarjuna) grows up and happens to see reincarnation of his father and his mother as youngsters. The rest of the story is all about how Bittu tries to unite these two youngsters. And there is another twist in the tale for which you must watch the movie on the big screen!,xxx,xxx,28369,28369,163 min,xxx,xxx,xxx
Mumbai Police,8.0,xxx,6099,Crime; Mystery;,Roshan Andrews,Bobby,2h 25min,2013-05-3,India,xxx,28,"ACP Antony is the only one who knows the truth behind ACP Aaryan's murder. Antony meets with an accident, losing his memory and is unable to reveal the killer. He is forced to investigate the murder again hoping that he remembers something.",xxx,xxx,xxx,xxx,145 min,xxx,xxx,xxx
Ugly,8.0,xxx,20575,Crime; Drama; M,Anurag Kashyap,Akhilesh Jaiswal,2h 8min,2014-12-26,India,Mumbai; Maharashtra; India,121,"The film portrays the kidnapping of a little girl of 10, who is out with her father for the day. Her parents are divorced and her stepfather (a cop) steps in for the investigation. The suicidal mother has an ax to grind with both her ex-husband and her current husband. As the investigation proceeds, the characters are placed in sordid scenarios that reveal their unsavory sides; the mind games between the both the fathers in particular lend the procedural its most gripping drama as everyone else is getting greedy and ugly not caring about the kidnapped girl.",1475000.0,xxx,xxx,xxx,128 min,xxx,xxx,xxx
La légende de Baahubali: 1ère partie,8.0,xxx,105386,Action; Drama,S.S. Rajamouli,Vijayendra Prasad,2h 39min,2016-06-8,India,Ramoji Film City; Hyderabad; Telangana; India,532,"When Sanga and her husband, part of a tribe living around the province of Mahismathi, save a drowning infant, little do they know the background of the infant or what the future holds for him. The kid grows up to as Shivudu, a free-spirit wanting to explore the mountains and in the process learns of his roots and then realizes the whole purpose of his life and ends up confronting the mighty Bhallala Deva!",18026148.0,357500,6738000,24548038,159 min,"Dolby Surround 7.1
| Dolby Atmos
| Dolby Digital
| DTS-Stereo
| Dolby Atmos
(RCA Sound Recording)","Color
(ACES)",2.35 : 1
Pizza,8.0,xxx,7163,Horror; Thrille,Karthik Subbaraj,Prasad Ramar,2h 7min,2012-10-19,India,Thirukumaran Entertainment,10,"Michael (Vijay Sethupathi) lives with girlfriend Anu (Ramya Nambeeshan) and works as a deliveryman at a pizzeria. One day, Anu announces that she is pregnant and he is faced with a dilemma. They decide to marry and save up for a big bash later. But during a routine delivery one day, the pizza crumbles...",205885.9,xxx,xxx,xxx,127 min,xxx,xxx,xxx
Le conte de la princesse Kaguya,8.0,89,40493,Animation; Adve,Isao Takahata,Isao Takahata,2h 17min,2014-06-25,USA,xxx,145,"An old man makes a living by selling bamboo. One day, he finds a princess in a bamboo. The princess is only the size of a finger. Her name is Kaguya. When Kaguya grows up, 5 men from prestigious families propose to her. Kaguya asks the men to find memorable marriage gifts for her, but the 5 men are unable to find what Kaguya wants. Then, the Emperor of Japan proposes to her.",45967284.36,5491,974913,24706166,137 min,or,Ratio: 1.85 : 1,xxx
Wonder,8.0,66,147229,Drama; Family,Stephen Chbosky,Stephen Chbosky,1h 53min,2017-12-20,Canada,Heritage Woods Secondary School; Port Moody; British Columbia; Canada,528,"Based on the New York Times bestseller, WONDER tells the incredibly inspiring and heartwarming story of August Pullman. Born with facial differences that, up until now, have prevented him from going to a mainstream school, Auggie becomes the most unlikely of heroes when he enters the local fifth grade. As his family, his new classmates, and the larger community all struggle to discover their compassion and acceptance, Auggie's extraordinary journey will unite them all and prove you can't blend in when you were born to stand out.",20000000.0,2754786,132422809,306209289,113 min,"Dolby Atmos
| Dolby Digital
| Dolby Surround 7.1",Color,2.39 : 1
Gully Boy,8.0,65,33443,Drama; Music; R,Zoya Akhtar,Zoya Akhtar,2h 34min,2019-02-14,India,Mumbai; Maharashtra; India,478,"""Gully Boy"" is a film about a 22-year-old boy ""Murad"" from a ghetto in Mumbai, India. The son of a driver, his parents worked hard to get him educated so that he could have a white collar job. Meanwhile, Murad realizes his calling to be a rapper. Authentic Hip Hop in India is a recent phenomenon and like anywhere else in the world, is rising from the streets. Art is a distant dream for the colonized poor of India and this story is about Murad's journey from realizing his love for rap and chasing his dream to inadvertently transcending his class. The film showcases street rap from the crevices of Mumbai's by lanes. The poetry is conscious of the city's socio-economic fabric and highlights the challenges faced by the disenfranchised youth in the minority population.",xxx,204506,5566534,28141995,154 min,or,Ratio: 2.35 : 1,xxx
Special Chabbis,8.0,xxx,52029,Crime; Drama; T,Neeraj Pandey,Neeraj Pandey,2h 24min,2013-02-8,India,Mumbai; Maharashtra; India,139,"Based on real life incidents that occurred in India in 1987-88, the storyline revolves around a group of con artists who pulled off many clever robberies during 1980s, and robbed famous businessmen and politicians by pretending to be the CBI or Income tax officers and conducting raids. On the pretext of conducting raids they would take away all the black money hoarded by them.",xxx,xxx,647074,647074,144 min,xxx,xxx,xxx
States of Grace,8.0,82,83303,Drama,Destin Daniel Cretton,Destin Daniel Cretton,1h 36min,2014-04-23,USA,California; USA,178,"At a foster-care facility for at-risk teenagers, Grace is a young counselor trying to do her best for kids who often have been pulled from the worst kinds of home situations. Even then, life is not easy as Grace and her colleagues care for kids who are too often profoundly scarred, even as they try to have lives of their own. Now, things are coming to a head as Grace readies for marriage even as some her charges are coming to major turning points in their lives. To cope, Grace will have to make difficult perceptions and decisions that could put her career, and more importantly her charges, at dire risk.",xxx,5620,1013100,1645164,96 min,or,Ratio: 1.85 : 1,xxx
The Raid 2,8.0,71,116043,Action; Crime;,Gareth Evans,Gareth Evans,2h 30min,2014-07-23,USA,Indonesia,358,"He thought it was over. After fighting his way out of a building filled with gangsters and madmen - a fight that left the bodies of police and gangsters alike piled in the halls - rookie Jakarta cop Rama thought it was done and he could resume a normal life. He couldn't have been more wrong. Formidable though they may have been, Rama's opponents in that fateful building were nothing more than small fish swimming in a pond much larger than he ever dreamed possible. And his triumph over the small fry has attracted the attention of the predators farther up the food chain. His family at risk, Rama has only one choice to protect his infant son and wife: He must go undercover to enter the criminal underworld himself and climb through the hierarchy of competing forces until it leads him to the corrupt politicians and police pulling the strings at the top of the heap. And so Rama begins a new odyssey of violence, a journey that will force him to set aside his own life and history and take on ...",4500000.0,16529,2627209,6566916,150 min,or,Ratio: 2.35 : 1,xxx
Assal Eswed,8.0,xxx,5694,Comedy; Drama,Khalid Marie,Khaled Diab,2h 10min,2010-05-25,Egypt,Company of the United Brothers Cinema,7,"Masry Sayed El Araby (Ahmed Helmy) left Egypt and immigrated to America with his parents when he was ten years old, and twenty years later due to his desire for stability after the death of his parents.He faces many ironies resulting from different times and cultures where he holds an American passport, which makes everyone deals well with him till he exposed to an accident it loses his passport which lead to convert treat of everyone with him to contrast so he decides to rebel against this situation.",xxx,xxx,xxx,xxx,130 min,xxx,xxx,xxx
Thuppakki - Le Pistolet,8.0,xxx,29734,Action; Thrille,A.R. Murugadoss,A.R. Murugadoss,2h 45min,2012-11-13,India,xxx,117,"Jagdish (Vijay), an army captain, is back in Mumbai for a holiday to be with his parents and two sisters. They want him to get married and finds a bride Nisha (Kajal Aggarwal) for him. After the usual bickerings the couple fall in love. Meanwhile Jagadish an intelligence officer in the military, has a mission to crack down on terrorist sleeper cells in Mumbai. How Jagadish moving around as an ordinary person using his brain and brawn in the correct measure, tracks down the terrorist in his own unique way forms the rest of this escapist entertainer.",xxx,xxx,2075056,2075056,165 min,xxx,xxx,xxx
